"customerid","recencydays","totalorders","totalspent","customersegment"
15062,72,4,987.86,"Loyal Customers"
15063,214,1,370.80,"Lost / Inactive"
15065,38,4,3158.13,"Loyal Customers"
15066,54,1,893.59,"Lost / Inactive"
15067,79,3,1744.76,"Loyal Customers"
15068,47,2,553.36,"Lost / Inactive"
15069,180,1,1109.53,"At Risk Customers"
15070,373,1,106.20,"Lost / Inactive"
15071,94,2,982.07,"At Risk Customers"
15073,10,3,1043.41,"Loyal Customers"
15074,106,1,748.87,"At Risk Customers"
15075,78,1,773.03,"Lost / Inactive"
15076,173,1,880.85,"At Risk Customers"
15078,8,32,9743.11,"Champions"
15079,213,4,895.61,"Lost / Inactive"
15081,23,5,504.80,"Champions"
15083,257,1,88.20,"Lost / Inactive"
15087,282,1,306.94,"Lost / Inactive"
15088,22,2,1160.07,"New / Recent Customers"
15089,11,6,2420.84,"Champions"
15090,309,1,381.32,"Lost / Inactive"
15091,68,1,480.71,"Lost / Inactive"
15092,216,2,457.81,"Lost / Inactive"
15093,19,6,4597.02,"Champions"
15095,104,4,1370.60,"At Risk Customers"
15096,43,1,219.39,"Lost / Inactive"
15097,5,1,248.08,"New / Recent Customers"
15098,183,3,39916.50,"Lost / Inactive"
15099,85,1,410.48,"Lost / Inactive"
15100,334,3,876.00,"Lost / Inactive"
15101,9,2,317.53,"New / Recent Customers"
15103,32,2,703.36,"Lost / Inactive"
15104,197,2,1027.44,"Lost / Inactive"
15105,19,7,2298.93,"Champions"
15106,18,5,1422.52,"Champions"
15107,312,6,319.50,"Lost / Inactive"
15108,142,4,1300.25,"At Risk Customers"
15109,246,1,484.95,"Lost / Inactive"
15110,24,4,996.10,"Loyal Customers"
15111,30,3,1567.48,"Loyal Customers"
15113,10,3,3609.33,"Loyal Customers"
15114,31,10,2760.56,"Loyal Customers"
15115,19,1,340.11,"New / Recent Customers"
15116,18,4,1352.75,"Loyal Customers"
15117,15,5,1551.78,"Champions"
15118,135,1,244.80,"At Risk Customers"
15119,246,1,266.40,"Lost / Inactive"
15120,134,1,358.82,"At Risk Customers"
15121,51,2,457.72,"Lost / Inactive"
15122,115,3,1633.78,"At Risk Customers"
15123,8,2,2199.31,"New / Recent Customers"
15124,23,2,184.19,"New / Recent Customers"
15125,26,15,11528.48,"Champions"
15127,66,1,406.53,"Lost / Inactive"
15128,61,4,1471.00,"Loyal Customers"
15129,51,11,3447.40,"Loyal Customers"
15130,170,1,330.11,"At Risk Customers"
15132,19,5,977.93,"Champions"
15133,128,3,982.42,"At Risk Customers"
15134,15,8,1387.99,"Champions"
15135,240,1,139.05,"Lost / Inactive"
15136,3,4,1286.70,"Loyal Customers"
15139,240,2,178.96,"Lost / Inactive"
15140,53,7,2354.25,"Loyal Customers"
15142,47,1,498.74,"Lost / Inactive"
15143,226,1,259.45,"Lost / Inactive"
15144,9,17,6580.44,"Champions"
15145,5,4,1194.73,"Loyal Customers"
15146,165,2,1327.16,"At Risk Customers"
15147,241,1,623.50,"Lost / Inactive"
15148,11,1,301.29,"New / Recent Customers"
15149,134,1,520.80,"At Risk Customers"
15150,18,10,5314.47,"Champions"
15152,10,13,4745.69,"Champions"
15153,32,1,329.25,"Lost / Inactive"
15154,76,1,296.42,"Lost / Inactive"
15156,2,3,961.49,"Loyal Customers"
15157,4,3,1936.07,"Loyal Customers"
15158,46,1,401.40,"Lost / Inactive"
15159,2,30,18641.01,"Champions"
15160,358,1,158.16,"Lost / Inactive"
15163,19,2,304.47,"New / Recent Customers"
15164,69,3,843.05,"Loyal Customers"
15165,374,1,487.75,"Lost / Inactive"
15167,321,1,163.00,"Lost / Inactive"
15168,26,1,106.56,"New / Recent Customers"
15171,332,1,1289.50,"Lost / Inactive"
15172,9,5,1624.05,"Champions"
15174,323,1,135.75,"Lost / Inactive"
15175,72,1,224.14,"Lost / Inactive"
15178,261,1,40.50,"Lost / Inactive"
15179,19,5,2206.95,"Champions"
15180,368,1,87.50,"Lost / Inactive"
15181,67,3,689.48,"Loyal Customers"
15182,155,2,622.85,"At Risk Customers"
15184,30,2,406.76,"New / Recent Customers"
15185,71,1,310.62,"Lost / Inactive"
15186,15,2,411.41,"New / Recent Customers"
15187,2,16,4777.18,"Champions"
15189,2,41,16225.39,"Champions"
15192,120,3,1044.32,"At Risk Customers"
15193,61,1,499.32,"Lost / Inactive"
15194,4,15,7616.53,"Champions"
15195,3,1,3861.00,"New / Recent Customers"
15197,11,3,1079.61,"Loyal Customers"
15198,93,2,193.64,"At Risk Customers"
15199,60,4,1268.70,"Loyal Customers"
15201,88,5,1236.54,"Loyal Customers"
15203,26,6,1827.80,"Champions"
15204,358,1,316.58,"Lost / Inactive"
15205,86,2,653.24,"Lost / Inactive"
15206,11,4,420.30,"Loyal Customers"
15208,2,5,870.12,"Champions"
15210,226,1,331.18,"Lost / Inactive"
15211,61,2,894.41,"Lost / Inactive"
15212,242,1,101.80,"Lost / Inactive"
15213,319,2,328.35,"Lost / Inactive"
15214,2,8,1661.44,"Champions"
15215,47,3,734.94,"Loyal Customers"
15216,88,1,96.60,"Lost / Inactive"
15218,11,11,5756.89,"Champions"
15219,177,1,305.75,"At Risk Customers"
15220,52,6,1778.96,"Loyal Customers"
15221,367,1,403.25,"Lost / Inactive"
15222,319,1,585.00,"Lost / Inactive"
15223,226,2,755.75,"Lost / Inactive"
15224,359,2,322.08,"Lost / Inactive"
15225,235,1,409.40,"Lost / Inactive"
15226,311,1,154.41,"Lost / Inactive"
15227,37,5,1219.40,"Loyal Customers"
15228,67,4,3386.71,"Loyal Customers"
15230,240,2,429.60,"Lost / Inactive"
15232,114,2,612.06,"At Risk Customers"
15234,277,1,197.00,"Lost / Inactive"
15235,218,12,2247.51,"Lost / Inactive"
15236,299,1,321.05,"Lost / Inactive"
15237,2,4,1412.32,"Loyal Customers"
15238,30,3,1071.99,"Loyal Customers"
15239,11,2,780.59,"New / Recent Customers"
15240,45,5,1706.57,"Loyal Customers"
15241,67,8,1756.44,"Loyal Customers"
15243,75,1,316.68,"Lost / Inactive"
15244,66,2,631.57,"Lost / Inactive"
15245,135,3,2515.84,"At Risk Customers"
15246,239,2,514.15,"Lost / Inactive"
15247,123,1,356.00,"At Risk Customers"
15249,32,13,6688.46,"Loyal Customers"
15251,10,11,10484.99,"Champions"
15252,37,2,740.78,"Lost / Inactive"
15253,17,5,918.20,"Champions"
15254,128,1,300.36,"At Risk Customers"
15255,67,1,890.85,"Lost / Inactive"
15256,149,1,98.45,"At Risk Customers"
15257,284,1,317.15,"Lost / Inactive"
15258,169,2,623.16,"At Risk Customers"
15260,101,7,1810.77,"At Risk Customers"
15261,136,1,254.82,"At Risk Customers"
15262,324,1,178.95,"Lost / Inactive"
15263,107,1,156.51,"At Risk Customers"
15264,65,1,393.74,"Lost / Inactive"
15265,152,2,1506.12,"At Risk Customers"
15266,339,1,119.30,"Lost / Inactive"
15267,23,5,1717.36,"Champions"
15269,24,1,408.80,"New / Recent Customers"
15270,16,7,2379.49,"Champions"
15271,8,15,2507.07,"Champions"
15272,58,2,721.94,"Lost / Inactive"
15274,5,2,716.57,"New / Recent Customers"
15275,38,1,615.14,"Lost / Inactive"
15276,67,1,135.31,"Lost / Inactive"
15277,47,1,255.90,"Lost / Inactive"
15279,355,1,290.51,"Lost / Inactive"
15280,173,1,113.12,"At Risk Customers"
15281,59,9,2332.15,"Loyal Customers"
15286,50,1,240.55,"Lost / Inactive"
15287,23,2,486.69,"New / Recent Customers"
15288,44,5,2306.52,"Loyal Customers"
15289,30,3,939.78,"Loyal Customers"
15290,5,18,7943.22,"Champions"
15291,26,15,4668.30,"Champions"
15292,202,1,180.94,"Lost / Inactive"
15296,51,6,3672.86,"Loyal Customers"
15297,11,3,641.94,"Loyal Customers"
15298,3,12,4799.90,"Champions"
15299,68,7,4507.01,"Loyal Customers"
15300,65,1,496.44,"Lost / Inactive"
15301,51,12,5070.35,"Loyal Customers"
15303,291,1,574.02,"Lost / Inactive"
15304,61,8,694.40,"Loyal Customers"
15306,65,3,1174.35,"Loyal Customers"
15307,96,1,205.30,"At Risk Customers"
15308,275,1,310.47,"Lost / Inactive"
15311,1,91,60767.90,"Champions"
15312,76,4,924.85,"Loyal Customers"
15313,111,1,52.00,"At Risk Customers"
15314,200,1,327.97,"Lost / Inactive"
15315,65,2,570.50,"Lost / Inactive"
15316,327,1,165.00,"Lost / Inactive"
15318,4,1,312.62,"New / Recent Customers"
15319,284,1,204.50,"Lost / Inactive"
15320,45,1,267.13,"Lost / Inactive"
15321,71,3,2748.31,"Loyal Customers"
15322,86,1,679.68,"Lost / Inactive"
15325,104,1,162.29,"At Risk Customers"
15326,334,1,311.71,"Lost / Inactive"
15327,53,1,208.75,"Lost / Inactive"
15329,40,3,1049.70,"Loyal Customers"
15330,33,2,714.96,"Lost / Inactive"
15332,367,4,1661.06,"Lost / Inactive"
15333,209,1,1028.56,"Lost / Inactive"
15334,157,3,351.67,"At Risk Customers"
15335,54,1,173.97,"Lost / Inactive"
15339,67,2,574.07,"Lost / Inactive"
15341,81,1,2020.52,"Lost / Inactive"
15342,130,1,406.09,"At Risk Customers"
15343,88,1,364.50,"Lost / Inactive"
15344,1,3,563.94,"Loyal Customers"
15345,46,1,393.54,"Lost / Inactive"
15346,333,1,252.42,"Lost / Inactive"
15347,367,1,201.60,"Lost / Inactive"
15348,73,1,158.04,"Lost / Inactive"
15349,159,2,473.81,"At Risk Customers"
15350,374,1,115.65,"Lost / Inactive"
15351,13,7,1960.11,"Champions"
15353,255,2,777.02,"Lost / Inactive"
15355,30,2,277.05,"New / Recent Customers"
15356,32,10,2766.50,"Loyal Customers"
15358,5,22,8347.20,"Champions"
15360,40,1,427.93,"Lost / Inactive"
15361,362,1,418.92,"Lost / Inactive"
15363,373,1,326.00,"Lost / Inactive"
15364,96,2,913.19,"At Risk Customers"
15365,26,7,2314.32,"Champions"
15366,76,2,602.51,"Lost / Inactive"
15367,58,4,1877.59,"Loyal Customers"
15368,22,1,446.94,"New / Recent Customers"
15370,41,7,2386.05,"Loyal Customers"
15372,138,1,2007.40,"At Risk Customers"
15373,9,12,2415.91,"Champions"
15374,129,1,168.00,"At Risk Customers"
15376,41,3,1233.36,"Loyal Customers"
15379,170,7,3703.29,"At Risk Customers"
15380,9,5,1690.26,"Champions"
15381,214,2,596.85,"Lost / Inactive"
15382,15,6,5955.71,"Champions"
15384,170,2,642.41,"At Risk Customers"
15385,41,1,316.88,"Lost / Inactive"
15386,187,1,394.14,"Lost / Inactive"
15388,271,1,140.54,"Lost / Inactive"
15389,173,1,500.00,"At Risk Customers"
15392,5,4,1535.53,"Loyal Customers"
15393,17,2,231.86,"New / Recent Customers"
15394,10,4,2183.54,"Loyal Customers"
15395,326,1,107.45,"Lost / Inactive"
15396,113,1,288.18,"At Risk Customers"
15397,290,1,94.00,"Lost / Inactive"
15398,17,2,1345.53,"New / Recent Customers"
15399,2,3,815.77,"Loyal Customers"
15400,93,5,716.20,"At Risk Customers"
15402,149,2,626.77,"At Risk Customers"
15405,190,1,349.10,"Lost / Inactive"
15406,32,2,510.71,"Lost / Inactive"
15407,34,4,1056.44,"Loyal Customers"
15408,265,1,267.18,"Lost / Inactive"
15410,85,8,3450.84,"Loyal Customers"
15411,27,4,1358.88,"Loyal Customers"
15412,172,1,190.53,"At Risk Customers"
15414,10,3,774.90,"Loyal Customers"
15415,314,1,572.81,"Lost / Inactive"
15416,65,4,3984.32,"Loyal Customers"
15417,86,1,508.80,"Lost / Inactive"
15419,25,1,135.86,"New / Recent Customers"
15421,59,4,950.36,"Loyal Customers"
15422,324,2,97.70,"Lost / Inactive"
15423,39,1,43.50,"Lost / Inactive"
15424,255,2,383.34,"Lost / Inactive"
15426,20,5,1447.39,"Champions"
15427,34,3,1483.14,"Loyal Customers"
15428,16,1,93.78,"New / Recent Customers"
15429,27,2,397.35,"New / Recent Customers"
15432,24,1,171.19,"New / Recent Customers"
15433,214,2,533.30,"Lost / Inactive"
15434,9,5,1041.48,"Champions"
15435,23,1,149.29,"New / Recent Customers"
15436,13,3,1122.53,"Loyal Customers"
15437,263,1,200.16,"Lost / Inactive"
15438,132,1,156.58,"At Risk Customers"
15440,55,3,383.68,"Loyal Customers"
15442,249,1,594.00,"Lost / Inactive"
15443,2,7,3236.91,"Champions"
15444,10,2,1418.26,"New / Recent Customers"
15445,265,1,113.50,"Lost / Inactive"
15447,331,1,155.17,"Lost / Inactive"
15448,313,1,494.64,"Lost / Inactive"
15449,27,3,974.52,"Loyal Customers"
15450,31,1,429.84,"Lost / Inactive"
15452,30,3,538.73,"Loyal Customers"
15453,2,7,1388.37,"Champions"
15454,363,1,179.10,"Lost / Inactive"
15456,284,3,447.22,"Lost / Inactive"
15457,263,1,237.07,"Lost / Inactive"
15458,26,1,161.64,"New / Recent Customers"
15460,355,1,216.76,"Lost / Inactive"
15462,95,3,234.60,"At Risk Customers"
15463,30,1,126.14,"New / Recent Customers"
15464,339,1,1048.85,"Lost / Inactive"
15465,20,18,7354.62,"Champions"
15466,86,1,334.53,"Lost / Inactive"
15467,10,3,524.88,"Loyal Customers"
15468,52,2,467.51,"Lost / Inactive"
15469,51,2,538.55,"Lost / Inactive"
15471,3,1,469.48,"New / Recent Customers"
15472,114,1,371.56,"At Risk Customers"
15473,15,7,1771.20,"Champions"
15475,78,1,454.11,"Lost / Inactive"
15478,41,2,1441.42,"Lost / Inactive"
15480,117,1,905.50,"At Risk Customers"
15482,16,12,11054.96,"Champions"
15483,162,4,233.81,"At Risk Customers"
15484,2,4,3594.31,"Loyal Customers"
15485,31,3,2575.00,"Loyal Customers"
15488,93,1,91.32,"At Risk Customers"
15489,23,3,1134.28,"Loyal Customers"
15491,96,6,3100.09,"At Risk Customers"
15492,29,2,659.46,"New / Recent Customers"
15493,33,5,2001.80,"Loyal Customers"
15494,22,2,1299.23,"New / Recent Customers"
15497,18,2,1262.20,"New / Recent Customers"
15498,3,27,13316.40,"Champions"
15500,9,4,1131.56,"Loyal Customers"
15502,16,12,10384.93,"Champions"
15503,363,1,147.09,"Lost / Inactive"
15504,82,1,52.83,"Lost / Inactive"
15505,53,5,3610.96,"Loyal Customers"
15506,23,3,979.26,"Loyal Customers"
15507,172,1,492.36,"At Risk Customers"
15508,190,6,1000.27,"Lost / Inactive"
15510,331,1,250.00,"Lost / Inactive"
15511,12,5,909.23,"Champions"
15512,156,2,121.00,"At Risk Customers"
15513,34,19,14758.22,"Loyal Customers"
15514,13,11,4139.46,"Champions"
15516,45,3,62.43,"Loyal Customers"
15517,234,1,267.03,"Lost / Inactive"
15518,65,8,1942.45,"Loyal Customers"
15520,2,1,343.50,"New / Recent Customers"
15521,41,8,3000.20,"Loyal Customers"
15522,33,2,398.84,"Lost / Inactive"
15523,85,1,412.01,"Lost / Inactive"
15524,25,1,440.00,"New / Recent Customers"
15525,3,3,825.92,"Loyal Customers"
15526,34,2,148.44,"Lost / Inactive"
15527,19,8,2429.78,"Champions"
15528,255,1,229.33,"Lost / Inactive"
15529,23,11,3995.23,"Champions"
15530,22,4,1502.35,"Loyal Customers"
15531,9,2,2007.44,"New / Recent Customers"
15532,26,4,1580.93,"Loyal Customers"
15533,20,3,807.57,"Loyal Customers"
15535,174,4,536.40,"At Risk Customers"
15537,164,1,110.92,"At Risk Customers"
15539,8,1,538.46,"New / Recent Customers"
15540,12,1,213.30,"New / Recent Customers"
15541,115,1,85.13,"At Risk Customers"
15543,289,1,127.86,"Lost / Inactive"
15544,10,9,3546.71,"Champions"
15545,55,2,292.72,"Lost / Inactive"
15547,8,14,4954.84,"Champions"
15549,78,3,1693.26,"Loyal Customers"
15550,5,4,575.63,"Loyal Customers"
15551,37,1,436.06,"Lost / Inactive"
15552,218,1,90.12,"Lost / Inactive"
15553,61,1,437.23,"Lost / Inactive"
15554,278,1,217.20,"Lost / Inactive"
15555,13,16,4805.17,"Champions"
15556,25,1,279.77,"New / Recent Customers"
15557,29,1,473.65,"New / Recent Customers"
15561,12,4,800.59,"Loyal Customers"
15562,352,1,134.55,"Lost / Inactive"
15563,23,4,1400.44,"Loyal Customers"
15565,51,2,173.16,"Lost / Inactive"
15567,19,1,186.01,"New / Recent Customers"
15568,3,3,758.29,"Loyal Customers"
15569,104,5,1375.71,"At Risk Customers"
15570,8,12,4165.52,"Champions"
15571,12,4,650.43,"Loyal Customers"
15572,5,7,2552.86,"Champions"
15573,32,2,607.45,"Lost / Inactive"
15574,178,4,702.25,"At Risk Customers"
15576,38,1,940.67,"Lost / Inactive"
15577,152,3,258.88,"At Risk Customers"
15578,163,1,127.10,"At Risk Customers"
15579,69,2,348.60,"Lost / Inactive"
15581,121,13,3679.97,"At Risk Customers"
15582,25,3,682.91,"Loyal Customers"
15584,24,4,725.11,"Loyal Customers"
15585,177,1,455.30,"At Risk Customers"
15587,51,4,913.68,"Loyal Customers"
15589,256,3,478.53,"Lost / Inactive"
15592,47,1,388.58,"Lost / Inactive"
15593,71,1,199.80,"Lost / Inactive"
15594,16,5,1771.78,"Champions"
15596,101,5,1406.59,"At Risk Customers"
15597,36,1,324.57,"Lost / Inactive"
15598,54,1,240.68,"Lost / Inactive"
15599,27,2,761.74,"New / Recent Customers"
15601,12,14,6776.56,"Champions"
15602,9,9,1297.87,"Champions"
15603,79,1,48.48,"Lost / Inactive"
15604,53,1,216.39,"Lost / Inactive"
15605,37,5,1198.23,"Loyal Customers"
15606,62,9,2920.16,"Loyal Customers"
15607,337,1,104.76,"Lost / Inactive"
15608,29,4,1093.68,"Loyal Customers"
15609,185,1,298.48,"Lost / Inactive"
15610,52,1,112.46,"Lost / Inactive"
15611,10,13,1591.45,"Champions"
15612,37,2,195.15,"Lost / Inactive"
15615,11,23,10399.74,"Champions"
15618,33,4,776.85,"Loyal Customers"
15619,11,1,336.40,"New / Recent Customers"
15620,57,3,1553.18,"Loyal Customers"
15621,5,4,1293.03,"Loyal Customers"
15622,44,9,3709.56,"Loyal Customers"
15623,142,1,301.03,"At Risk Customers"
15624,117,4,588.13,"At Risk Customers"
15625,104,4,1534.26,"At Risk Customers"
15626,75,2,675.80,"Lost / Inactive"
15628,5,9,2870.24,"Champions"
15630,46,2,1186.35,"Lost / Inactive"
15632,16,8,3285.31,"Champions"
15634,18,1,243.55,"New / Recent Customers"
15636,90,2,724.76,"Lost / Inactive"
15637,53,1,223.36,"Lost / Inactive"
15639,135,1,425.32,"At Risk Customers"
15640,5,15,12515.66,"Champions"
15641,106,4,1887.20,"At Risk Customers"
15643,192,3,664.00,"Lost / Inactive"
15644,167,4,813.00,"At Risk Customers"
15645,19,1,612.01,"New / Recent Customers"
15646,158,3,447.64,"At Risk Customers"
15648,205,2,657.35,"Lost / Inactive"
15649,337,2,816.00,"Lost / Inactive"
15651,37,3,646.30,"Loyal Customers"
15652,92,1,337.74,"At Risk Customers"
15653,93,2,877.44,"At Risk Customers"
15654,10,2,922.53,"New / Recent Customers"
15655,244,1,560.67,"Lost / Inactive"
15656,46,4,748.50,"Loyal Customers"
15657,23,1,30.00,"New / Recent Customers"
15658,191,5,1024.10,"Lost / Inactive"
15659,44,1,306.45,"Lost / Inactive"
15660,26,9,1600.86,"Champions"
15661,318,2,309.80,"Lost / Inactive"
15663,107,1,138.14,"At Risk Customers"
15664,51,1,386.43,"Lost / Inactive"
15665,169,2,2242.01,"At Risk Customers"
15667,40,1,301.32,"Lost / Inactive"
15668,218,1,76.32,"Lost / Inactive"
15669,41,4,684.34,"Loyal Customers"
15670,297,1,173.05,"Lost / Inactive"
15671,19,7,2657.13,"Champions"
15673,89,4,2881.02,"Loyal Customers"
15674,74,5,2446.60,"Loyal Customers"
15675,82,3,323.69,"Loyal Customers"
15676,19,3,3435.76,"Loyal Customers"
15677,50,1,657.23,"Lost / Inactive"
15678,53,1,352.70,"Lost / Inactive"
15679,25,4,781.28,"Loyal Customers"
15680,10,3,1333.68,"Loyal Customers"
15681,26,5,1426.16,"Champions"
15683,118,1,193.75,"At Risk Customers"
15687,9,9,2993.10,"Champions"
15689,120,2,254.10,"At Risk Customers"
15690,5,2,239.76,"New / Recent Customers"
15691,253,1,136.80,"Lost / Inactive"
15692,29,1,191.04,"New / Recent Customers"
15694,1,14,6479.40,"Champions"
15695,267,2,409.98,"Lost / Inactive"
15696,34,8,2736.46,"Loyal Customers"
15699,18,1,309.65,"New / Recent Customers"
15700,173,2,696.68,"At Risk Customers"
15701,3,4,1542.14,"Loyal Customers"
15703,265,1,211.50,"Lost / Inactive"
15704,141,4,2293.62,"At Risk Customers"
15705,202,1,143.10,"Lost / Inactive"
15706,64,4,1060.56,"Loyal Customers"
15707,36,4,945.58,"Loyal Customers"
15708,41,7,3364.24,"Loyal Customers"
15709,284,1,133.25,"Lost / Inactive"
15712,10,5,1072.36,"Champions"
15713,144,2,356.70,"At Risk Customers"
15714,12,2,330.88,"New / Recent Customers"
15716,146,4,1118.81,"At Risk Customers"
15717,235,1,150.30,"Lost / Inactive"
15719,33,13,5045.61,"Loyal Customers"
15720,25,1,598.73,"New / Recent Customers"
15721,12,1,507.08,"New / Recent Customers"
15722,36,5,2222.56,"Loyal Customers"
15723,365,1,203.10,"Lost / Inactive"
15724,202,2,218.25,"Lost / Inactive"
15725,16,1,415.25,"New / Recent Customers"
15727,17,7,5178.96,"Champions"
15729,213,1,85.00,"Lost / Inactive"
15730,66,3,1120.88,"Loyal Customers"
15732,213,2,294.12,"Lost / Inactive"
15733,283,1,162.30,"Lost / Inactive"
15734,115,2,1339.45,"At Risk Customers"
15737,15,8,1205.12,"Champions"
15738,19,16,4812.42,"Champions"
15739,67,1,449.12,"Lost / Inactive"
15740,50,1,154.88,"Lost / Inactive"
15743,17,4,784.46,"Loyal Customers"
15744,78,1,34.80,"Lost / Inactive"
15745,20,4,1094.59,"Loyal Customers"
15746,135,1,196.88,"At Risk Customers"
15747,13,3,974.04,"Loyal Customers"
15748,41,1,149.31,"Lost / Inactive"
15749,236,3,44534.30,"Lost / Inactive"
15750,3,8,2465.48,"Champions"
15752,40,7,2637.38,"Loyal Customers"
15753,305,1,79.20,"Lost / Inactive"
15754,52,3,458.57,"Loyal Customers"
15755,11,6,2364.25,"Champions"
15756,62,4,532.96,"Loyal Customers"
15757,66,2,714.42,"Lost / Inactive"
15758,25,1,205.25,"New / Recent Customers"
15759,219,3,253.04,"Lost / Inactive"
15762,66,2,583.75,"Lost / Inactive"
15763,32,2,1086.92,"Lost / Inactive"
15764,89,6,3279.97,"Loyal Customers"
15766,65,1,315.06,"Lost / Inactive"
15768,116,3,621.83,"At Risk Customers"
15769,8,26,56252.72,"Champions"
15773,6,1,635.68,"New / Recent Customers"
15774,69,1,270.80,"Lost / Inactive"
15775,246,1,104.90,"Lost / Inactive"
15776,134,1,241.62,"At Risk Customers"
15777,242,4,1047.11,"Lost / Inactive"
15780,184,3,475.28,"Lost / Inactive"
15781,26,3,345.46,"Loyal Customers"
15782,10,3,2614.74,"Loyal Customers"
15783,11,1,246.30,"New / Recent Customers"
15785,33,5,2328.97,"Loyal Customers"
15786,47,3,4932.20,"Loyal Customers"
15787,27,3,948.05,"Loyal Customers"
15789,359,1,351.30,"Lost / Inactive"
15790,11,1,220.85,"New / Recent Customers"
15791,44,2,1612.69,"Lost / Inactive"
15793,15,3,965.61,"Loyal Customers"
15795,150,1,610.01,"At Risk Customers"
15796,2,8,2711.56,"Champions"
15797,114,4,2207.40,"At Risk Customers"
15799,76,3,884.14,"Loyal Customers"
15800,108,2,699.08,"At Risk Customers"
15801,47,3,1063.95,"Loyal Customers"
15802,143,1,451.42,"At Risk Customers"
15803,52,1,415.82,"Lost / Inactive"
15804,1,13,4206.39,"Champions"
15805,24,17,5528.48,"Champions"
15806,47,3,784.58,"Loyal Customers"
15807,51,3,903.90,"Loyal Customers"
15808,307,4,3734.97,"Lost / Inactive"
15809,37,5,515.77,"Loyal Customers"
15810,79,4,1391.98,"Loyal Customers"
15811,23,6,2218.62,"Champions"
15812,108,5,1801.14,"At Risk Customers"
15813,208,2,1303.91,"Lost / Inactive"
15814,17,4,1945.33,"Loyal Customers"
15815,64,5,2100.60,"Loyal Customers"
15819,50,4,1905.45,"Loyal Customers"
15820,320,1,206.98,"Lost / Inactive"
15821,45,2,570.96,"Lost / Inactive"
15822,4,2,885.47,"New / Recent Customers"
15823,373,1,15.00,"Lost / Inactive"
15825,173,1,532.94,"At Risk Customers"
15826,57,3,1654.31,"Loyal Customers"
15827,74,14,1836.09,"Loyal Customers"
15829,100,2,636.14,"At Risk Customers"
15830,38,1,576.00,"Lost / Inactive"
15831,59,3,801.76,"Loyal Customers"
15832,255,1,836.79,"Lost / Inactive"
15834,71,4,2233.75,"Loyal Customers"
15835,45,4,954.09,"Loyal Customers"
15836,51,1,137.37,"Lost / Inactive"
15837,65,1,391.98,"Lost / Inactive"
15838,12,19,33643.08,"Champions"
15839,34,3,1048.49,"Loyal Customers"
15840,59,2,355.56,"Lost / Inactive"
15841,73,4,1224.06,"Loyal Customers"
15843,304,1,118.95,"Lost / Inactive"
15844,47,1,130.74,"Lost / Inactive"
15845,18,8,3711.77,"Champions"
15847,39,2,389.27,"Lost / Inactive"
15850,20,2,238.85,"New / Recent Customers"
15852,187,2,160.71,"Lost / Inactive"
15853,52,1,110.80,"Lost / Inactive"
15854,5,12,2974.65,"Champions"
15855,137,5,712.24,"At Risk Customers"
15856,5,27,16387.57,"Champions"
15857,19,1,297.00,"New / Recent Customers"
15858,16,5,1438.85,"Champions"
15860,41,8,977.21,"Loyal Customers"
15861,13,8,3165.36,"Champions"
15862,9,4,832.88,"Loyal Customers"
15863,26,2,68.84,"New / Recent Customers"
15864,23,6,1936.32,"Champions"
15865,41,3,895.13,"Loyal Customers"
15866,102,1,230.53,"At Risk Customers"
15867,6,15,3812.64,"Champions"
15869,278,2,149.64,"Lost / Inactive"
15870,33,1,354.09,"Lost / Inactive"
15872,15,2,360.93,"New / Recent Customers"
15874,64,7,4405.88,"Loyal Customers"
15877,2,2,493.28,"New / Recent Customers"
15880,370,1,343.28,"Lost / Inactive"
15881,313,5,501.39,"Lost / Inactive"
15882,199,4,516.36,"Lost / Inactive"
15883,3,2,396.48,"New / Recent Customers"
15885,93,3,379.35,"At Risk Customers"
15886,61,1,181.09,"Lost / Inactive"
15888,81,1,168.31,"Lost / Inactive"
15889,157,2,446.87,"At Risk Customers"
15891,227,1,524.52,"Lost / Inactive"
15894,254,2,263.55,"Lost / Inactive"
15895,150,1,179.17,"At Risk Customers"
15897,195,2,222.05,"Lost / Inactive"
15898,2,5,1388.88,"Champions"
15899,369,1,56.25,"Lost / Inactive"
15900,24,1,351.11,"New / Recent Customers"
15901,17,3,363.88,"Loyal Customers"
15903,10,7,5126.76,"Champions"
15904,9,1,164.68,"New / Recent Customers"
15906,20,7,1567.69,"Champions"
15907,4,3,967.45,"Loyal Customers"
15909,174,1,191.94,"At Risk Customers"
15910,1,8,1232.18,"Champions"
15912,179,2,264.62,"At Risk Customers"
15916,17,8,1528.09,"Champions"
15917,248,1,123.10,"Lost / Inactive"
15918,191,2,334.23,"Lost / Inactive"
15919,20,2,639.89,"New / Recent Customers"
15920,155,4,167.50,"At Risk Customers"
15921,173,1,336.03,"At Risk Customers"
15922,374,1,369.50,"Lost / Inactive"
15923,373,1,127.08,"Lost / Inactive"
15925,195,1,207.15,"Lost / Inactive"
15930,68,1,426.63,"Lost / Inactive"
15932,5,8,2495.87,"Champions"
15933,22,3,1107.46,"Loyal Customers"
15935,240,2,416.86,"Lost / Inactive"
15937,65,1,145.35,"Lost / Inactive"
15938,113,5,404.58,"At Risk Customers"
15939,90,15,6115.01,"Loyal Customers"
15940,312,1,35.80,"Lost / Inactive"
15942,134,1,337.44,"At Risk Customers"
15944,277,1,325.10,"Lost / Inactive"
